package name,package version,MSC ID
test-hardhat-app,1.0.3,
test-hardhat-app,1.0.4,
test23112222-api,1.0.1,MSC-2025-10985
tg-client-query-builder,2.14.4,MSC-2025-8136
tg-client-query-builder,2.14.5,MSC-2025-8137
tg-redbird,1.3.1,MSC-2025-8133
tg-redbird,1.3.2,MSC-2025-8525
tg-seq-gen,1.0.10,MSC-2025-8119
tg-seq-gen,1.0.9,MSC-2025-8109
thangved-react-grid,1.0.3,MSC-2025-8108
tiaan,1.0.2,MSC-2025-10988
tiptap-shadcn-vue,0.2.1,MSC-2025-10988
token.js-fork,0.7.32,MSC-2025-10981
toonfetch,0.3.2,MSC-2025-10988
trigo-react-app,4.1.2,MSC-2025-10981
ts-gaussian,3.0.5,MSC-2025-7983
ts-gaussian,3.0.6,MSC-2025-7986
ts-imports,1.0.1,MSC-2025-8115
ts-imports,1.0.2,MSC-2025-8117
ts-relay-cursor-paging,2.1.1,MSC-2025-10988
tvi-cli,0.1.5,MSC-2025-8112
typeface-antonio-complete,1.0.5,MSC-2025-10988
typefence,1.2.2,MSC-2025-10988
typefence,1.2.3,MSC-2025-10988
typeorm-orbit,0.2.27,MSC-2025-10981
unadapter,0.1.3,MSC-2025-10988
undefsafe-typed,1.0.3,MSC-2025-10985
undefsafe-typed,1.0.4,MSC-2025-10985
unemail,0.3.1,MSC-2025-10988
uniswap-router-sdk,1.6.2,
uniswap-smart-order-router,3.16.26,
uniswap-test-sdk-core,4.0.8,
unsearch,0.0.3,MSC-2025-10988
uplandui,0.5.4,MSC-2025-10985
upload-to-play-store,1.0.1,MSC-2025-10988
upload-to-play-store,1.0.2,MSC-2025-10988
url-encode-decode,1.0.1,MSC-2025-10985
url-encode-decode,1.0.2,MSC-2025-10985
use-unsaved-changes,1.0.9,MSC-2025-10988
v-plausible,1.2.1,MSC-2025-10988
valid-south-african-id,1.0.3,MSC-2025-10988
valuedex-sdk,3.0.5,
ve-bamreader,0.2.6,MSC-2025-8114
ve-bamreader,0.2.7,MSC-2025-8537
ve-editor,1.0.1,MSC-2025-8118
ve-editor,1.0.2,MSC-2025-8553
verror-extra,6.0.1,MSC-2025-8100
vf-oss-template,1.0.1,MSC-2025-10988
vf-oss-template,1.0.2,MSC-2025-10988
vf-oss-template,1.0.3,MSC-2025-10988
victoria-wallet-constants,0.1.1,MSC-2025-10988
victoria-wallet-constants,0.1.2,MSC-2025-10988
victoria-wallet-core,0.1.1,MSC-2025-10988
victoria-wallet-core,0.1.2,MSC-2025-10988
victoria-wallet-type,0.1.1,MSC-2025-10988
victoria-wallet-type,0.1.2,MSC-2025-10988
victoria-wallet-utils,0.1.1,MSC-2025-10988
victoria-wallet-utils,0.1.2,MSC-2025-10988
victoria-wallet-validator,0.1.1,MSC-2025-10988
victoria-wallet-validator,0.1.2,MSC-2025-10988
victoriaxoaquyet-wallet-core,0.2.1,MSC-2025-10988
victoriaxoaquyet-wallet-core,0.2.2,MSC-2025-10988
vite-plugin-httpfile,0.2.1,
voip-callkit,1.0.2,MSC-2025-8098
voip-callkit,1.0.3,MSC-2025-8096
vue-browserupdate-nuxt,1.0.5,MSC-2025-10985
wallet-evm,0.3.1,MSC-2025-10988
wallet-evm,0.3.2,MSC-2025-10988
wallet-type,0.1.1,MSC-2025-10988
wallet-type,0.1.2,MSC-2025-10988
wdio-web-reporter,0.1.3,MSC-2025-8099
web-scraper-mcp,1.1.4,MSC-2025-10988
web-types-htmx,0.1.1,
web-types-lit,0.1.1,MSC-2025-10985
webpack-loader-httpfile,0.2.1,
wellness-expert-ng-gallery,5.1.1,MSC-2025-10988
wenk,1.0.10,MSC-2025-10985
wenk,1.0.9,MSC-2025-10985
wrap-ansi,9.0.1,MSC-2025-7877
yargs-help-output,5.0.3,MSC-2025-8097
yoo-styles,6.0.326,MSC-2025-8101
zapier-async-storage,1.0.1,MSC-2025-10981
zapier-async-storage,1.0.2,
zapier-async-storage,1.0.3,MSC-2025-10981
zapier-platform-cli,18.0.2,MSC-2025-10981
zapier-platform-cli,18.0.3,MSC-2025-10981
zapier-platform-cli,18.0.4,MSC-2025-10981
zapier-platform-core,18.0.2,MSC-2025-10981
zapier-platform-core,18.0.3,MSC-2025-10981
zapier-platform-core,18.0.4,MSC-2025-10981
zapier-platform-legacy-scripting-runner,4.0.2,MSC-2025-10981
zapier-platform-legacy-scripting-runner,4.0.3,
zapier-platform-legacy-scripting-runner,4.0.4,MSC-2025-10981
zapier-platform-schema,18.0.2,MSC-2025-10981
zapier-platform-schema,18.0.3,MSC-2025-10981
zapier-platform-schema,18.0.4,MSC-2025-10981
zapier-scripts,7.8.3,MSC-2025-10981
zapier-scripts,7.8.4,MSC-2025-10981
zuper-cli,1.0.1,MSC-2025-10981
zuper-sdk,1.0.57,MSC-2025-10981
zuper-stream,2.0.9,MSC-2025-10981
@mparpaillon/imagesloaded,4.1.2,MSC-2025-10981
@mparpaillon/connector-parse,1.0.1,MSC-2025-10981
@markvivanco/app-version-checker,1.0.1,MSC-2025-10986
